x1,y1,x2,y2,collection,name,bc_type_x,bc_x,bc_type_y,bc_y
-183,-0.23,-178.46,-0.153,topo,0,t_local,0,t_local,0
-178.46,-0.153,-173.921,-0.076,topo,1,t_local,0,t_local,0
-173.921,-0.076,-169.382,0,topo,2,t_local,0,t_local,0
-169.382,0,-165.678,0.23,topo,0,t_local,0,t_local,0
-165.678,0.23,-161.975,0.461,topo,1,t_local,0,t_local,0
-161.975,0.461,-159.506,0.576,topo,2,t_local,0,t_local,0
-159.506,0.576,-158.641,0.692,topo,3,t_local,0,t_local,0
-158.641,0.692,-155.679,0.23,topo,4,t_local,0,t_local,0
-155.679,0.23,-151.728,0.23,topo,5,t_local,0,t_local,0
-151.728,0.23,-150.123,0.115,topo,6,t_local,0,t_local,0
-150.123,0.115,-147.777,0.576,topo,7,t_local,0,t_local,0
-147.777,0.576,-146.79,0.576,topo,8,t_local,0,t_local,0
-146.79,0.576,-145.185,0.692,topo,9,t_local,0,t_local,0
-145.185,0.692,-143.95,1.153,topo,10,t_local,0,t_local,0
-143.95,1.153,-142.222,1.153,topo,11,t_local,0,t_local,0
-142.222,1.153,-140.864,0.576,topo,12,t_local,0,t_local,0
-140.864,0.576,-138.395,0.923,topo,13,t_local,0,t_local,0
-138.395,0.923,-136.913,1.384,topo,14,t_local,0,t_local,0
-136.913,1.384,-134.938,1.846,topo,15,t_local,0,t_local,0
-134.938,1.846,-133.95,1.961,topo,16,t_local,0,t_local,0
-133.95,1.961,-129.506,1.846,topo,17,t_local,0,t_local,0
-129.506,1.846,-128.518,2.076,topo,18,t_local,0,t_local,0
-128.518,2.076,-124.938,0.923,topo,19,t_local,0,t_local,0
-124.938,0.923,-123.95,1.038,topo,20,t_local,0,t_local,0
-123.95,1.038,-123.086,1.153,topo,21,t_local,0,t_local,0
-123.086,1.153,-121.604,0.923,topo,22,t_local,0,t_local,0
-121.604,0.923,-120,0.576,topo,23,t_local,0,t_local,0
-120,0.576,-118.518,1.038,topo,24,t_local,0,t_local,0
-118.518,1.038,-116.79,0.923,topo,25,t_local,0,t_local,0
-116.79,0.923,-115.308,0.923,topo,26,t_local,0,t_local,0
-115.308,0.923,-113.58,1.5,topo,27,t_local,0,t_local,0
-113.58,1.5,-112.098,1.5,topo,28,t_local,0,t_local,0
-112.098,1.5,-110.617,1.038,topo,29,t_local,0,t_local,0
-110.617,1.038,-108.148,0.576,topo,30,t_local,0,t_local,0
-108.148,0.576,-105.925,0.461,topo,31,t_local,0,t_local,0
-105.925,0.461,-102.962,0.692,topo,32,t_local,0,t_local,0
-102.962,0.692,-100.864,0.692,topo,33,t_local,0,t_local,0
-100.864,0.692,-98.888,0.923,topo,34,t_local,0,t_local,0
-98.888,0.923,-98.024,1.038,topo,35,t_local,0,t_local,0
-98.024,1.038,-95.802,0.692,topo,36,t_local,0,t_local,0
-95.802,0.692,-91.975,1.961,topo,37,t_local,0,t_local,0
-91.975,1.961,-90.37,1.615,topo,38,t_local,0,t_local,0
-90.37,1.615,-88.888,2.307,topo,39,t_local,0,t_local,0
-88.888,2.307,-86.543,2.307,topo,40,t_local,0,t_local,0
-86.543,2.307,-83.209,1.038,topo,41,t_local,0,t_local,0
-83.209,1.038,-80.987,1.615,topo,42,t_local,0,t_local,0
-80.987,1.615,-78.765,1.961,topo,43,t_local,0,t_local,0
-78.765,1.961,-77.16,2.307,topo,44,t_local,0,t_local,0
-77.16,2.307,-74.691,1.615,topo,45,t_local,0,t_local,0
-74.691,1.615,-71.851,2.769,topo,46,t_local,0,t_local,0
-71.851,2.769,-68.765,3.23,topo,47,t_local,0,t_local,0
-68.765,3.23,-66.913,2.423,topo,48,t_local,0,t_local,0
-66.913,2.423,-65.185,2.423,topo,49,t_local,0,t_local,0
-65.185,2.423,-63.456,1.615,topo,50,t_local,0,t_local,0
-63.456,1.615,-62.716,2.538,topo,51,t_local,0,t_local,0
-62.716,2.538,-61.481,2.538,topo,52,t_local,0,t_local,0
-61.481,2.538,-59.012,3.807,topo,53,t_local,0,t_local,0
-59.012,3.807,-57.283,3.346,topo,54,t_local,0,t_local,0
-57.283,3.346,-53.95,3.346,topo,55,t_local,0,t_local,0
-53.95,3.346,-51.481,3.749,topo,0,t_local,0,t_local,0
-51.481,3.749,-49.012,4.153,topo,1,t_local,0,t_local,0
-49.012,4.153,-46.666,3.23,topo,57,t_local,0,t_local,0
-46.666,3.23,-45.185,3.923,topo,58,t_local,0,t_local,0
-45.185,3.923,-42.592,4.153,topo,59,t_local,0,t_local,0
-42.592,4.153,-40.617,3.692,topo,60,t_local,0,t_local,0
-40.617,3.692,-39.753,3.807,topo,61,t_local,0,t_local,0
-39.753,3.807,-38.024,3.692,topo,62,t_local,0,t_local,0
-38.024,3.692,-35.802,4.153,topo,63,t_local,0,t_local,0
-35.802,4.153,-34.074,3.923,topo,64,t_local,0,t_local,0
-34.074,3.923,-32.592,5.192,topo,65,t_local,0,t_local,0
-32.592,5.192,-29.876,4.73,topo,66,t_local,0,t_local,0
-29.876,4.73,-25.185,4.384,topo,67,t_local,0,t_local,0
-25.185,4.384,-20.493,4.269,topo,68,t_local,0,t_local,0
-20.493,4.269,-16.666,4.096,topo,0,t_local,0,t_local,0
-16.666,4.096,-12.839,3.923,topo,1,t_local,0,t_local,0
-12.839,3.923,-9.876,3.865,topo,0,t_local,0,t_local,0
-9.876,3.865,-6.913,3.807,topo,1,t_local,0,t_local,0
-6.913,3.807,-3.456,3.865,topo,0,t_local,0,t_local,0
-3.456,3.865,0,3.923,topo,1,t_local,0,t_local,0
-147.777,0.576,-144.937,-1.576,mbt,0,s_local,-2.391079947,s_local,0
-144.937,-1.576,-142.098,-3.728,mbt,1,s_local,-2.390772752,s_local,0
-142.098,-3.728,-138.271,-4.708,mbt,0,s_local,-2.906225693,s_local,0
-138.271,-4.708,-134.444,-5.689,mbt,1,s_local,-2.90604312,s_local,0
-169.382,0,-165.709,-1.249,ramp_mft,0,s_local,-16.09489626,s_local,0
-165.709,-1.249,-162.036,-2.498,ramp_mft,1,s_local,-16.09489626,s_local,0
-162.036,-2.498,-158.363,-3.747,ramp_mft,2,s_local,-16.09489626,s_local,0
-158.363,-3.747,-154.691,-4.997,ramp_mft,3,s_local,-16.0931053,s_local,0
-154.691,-4.997,-149.794,-5.189,ramp_mft,0,s_local,-16.98694849,s_local,0
-149.794,-5.189,-144.897,-5.381,ramp_mft,1,s_local,-16.98694849,s_local,0
-144.897,-5.381,-140,-5.574,ramp_mft,2,s_local,-16.98681234,s_local,0
-140,-5.574,-137.221,-5.631,ramp_mft,0,s_local,-16.99642518,s_local,0
-137.221,-5.631,-134.444,-5.689,ramp_mft,1,s_local,-16.99629335,s_local,0
-134.444,-5.689,-129.629,-6.121,ramp_mft,0,s_local,-16.93198863,s_local,0
-129.629,-6.121,-124.814,-6.554,ramp_mft,1,s_local,-16.93167529,s_local,0
-124.814,-6.554,-119.999,-6.987,ramp_mft,2,s_local,-16.93167529,s_local,0
-119.999,-6.987,-115.185,-7.42,ramp_mft,3,s_local,-16.93164708,s_local,0
-115.185,-7.42,-111.666,-8.978,ramp_mft,0,s_local,-15.54461711,s_local,0
-111.666,-8.978,-108.148,-10.536,ramp_mft,1,s_local,-15.54389288,s_local,0
-108.148,-10.536,-103.796,-11.011,ramp_mft,0,s_local,-16.89963803,s_local,0
-103.796,-11.011,-99.444,-11.487,ramp_mft,1,s_local,-16.89921876,s_local,0
-99.444,-11.487,-95.092,-11.963,ramp_mft,2,s_local,-16.89921876,s_local,0
-95.092,-11.963,-90.74,-12.439,ramp_mft,3,s_local,-16.89921876,s_local,0
-90.74,-12.439,-86.388,-12.915,ramp_mft,4,s_local,-16.89921876,s_local,0
-86.388,-12.915,-82.036,-13.391,ramp_mft,5,s_local,-16.89921876,s_local,0
-82.036,-13.391,-77.684,-13.867,ramp_mft,6,s_local,-16.89921876,s_local,0
-77.684,-13.867,-73.333,-14.343,ramp_mft,7,s_local,-16.89917284,s_local,0
-73.333,-14.343,-69.311,-16.255,ramp_mft,0,s_local,-15.35342367,s_local,0
-69.311,-16.255,-65.29,-18.167,ramp_mft,1,s_local,-15.35271979,s_local,0
-65.29,-18.167,-61.269,-20.079,ramp_mft,2,s_local,-15.35271979,s_local,0
-61.269,-20.079,-57.248,-21.991,ramp_mft,3,s_local,-15.35271979,s_local,0
-57.248,-21.991,-53.227,-23.903,ramp_mft,4,s_local,-15.35271979,s_local,0
-53.227,-23.903,-49.206,-25.815,ramp_mft,5,s_local,-15.35271979,s_local,0
-49.206,-25.815,-45.185,-27.728,ramp_mft,6,s_local,-15.35123888,s_local,0
-45.185,-27.728,-40.511,-28.255,ramp_mft,0,s_local,-16.89296007,s_local,0
-40.511,-28.255,-35.837,-28.782,ramp_mft,1,s_local,-16.89296007,s_local,0
-35.837,-28.782,-31.163,-29.31,ramp_mft,2,s_local,-16.89255731,s_local,0
-31.163,-29.31,-26.49,-29.837,ramp_mft,3,s_local,-16.89291468,s_local,0
-26.49,-29.837,-21.816,-30.365,ramp_mft,4,s_local,-16.89255731,s_local,0
-21.816,-30.365,-17.142,-30.892,ramp_mft,5,s_local,-16.89296007,s_local,0
-17.142,-30.892,-12.469,-31.42,ramp_mft,6,s_local,-16.89251175,s_local,0
-12.469,-31.42,-8.312,-31.881,ramp_mft,0,s_local,-16.89641966,s_local,0
-8.312,-31.881,-4.156,-32.343,ramp_mft,1,s_local,-16.89592431,s_local,0
-4.156,-32.343,0,-32.805,ramp_mft,2,s_local,-16.89592431,s_local,0
0,-32.805,0,-28.214,right_edge,0,u_global,-20,u_global,0
0,-28.214,0,-23.622,right_edge,1,u_global,-20,u_global,0
0,-23.622,0,-19.032,right_edge,2,u_global,-20,u_global,0
0,-19.032,0,-14.44,right_edge,3,u_global,-20,u_global,0
0,-14.44,0,-9.849,right_edge,4,u_global,-20,u_global,0
0,-9.849,0,-5.259,right_edge,5,u_global,-20,u_global,0
0,-5.259,0,-0.667,right_edge,6,u_global,-20,u_global,0
0,-0.667,0,3.923,right_edge,7,u_global,-20,u_global,0
-683,-0.23,-678,-0.23,left_topo,0,t_local,0,t_local,0
-678,-0.23,-673,-0.23,left_topo,1,t_local,0,t_local,0
-673,-0.23,-668,-0.23,left_topo,2,t_local,0,t_local,0
-668,-0.23,-663,-0.23,left_topo,3,t_local,0,t_local,0
-663,-0.23,-658,-0.23,left_topo,4,t_local,0,t_local,0
-658,-0.23,-653,-0.23,left_topo,5,t_local,0,t_local,0
-653,-0.23,-648,-0.23,left_topo,6,t_local,0,t_local,0
-648,-0.23,-643,-0.23,left_topo,7,t_local,0,t_local,0
-643,-0.23,-638,-0.23,left_topo,8,t_local,0,t_local,0
-638,-0.23,-633,-0.23,left_topo,9,t_local,0,t_local,0
-633,-0.23,-628,-0.23,left_topo,10,t_local,0,t_local,0
-628,-0.23,-623,-0.23,left_topo,11,t_local,0,t_local,0
-623,-0.23,-618,-0.23,left_topo,12,t_local,0,t_local,0
-618,-0.23,-613,-0.23,left_topo,13,t_local,0,t_local,0
-613,-0.23,-608,-0.23,left_topo,14,t_local,0,t_local,0
-608,-0.23,-603,-0.23,left_topo,15,t_local,0,t_local,0
-603,-0.23,-598,-0.23,left_topo,16,t_local,0,t_local,0
-598,-0.23,-593,-0.23,left_topo,17,t_local,0,t_local,0
-593,-0.23,-588,-0.23,left_topo,18,t_local,0,t_local,0
-588,-0.23,-583,-0.23,left_topo,19,t_local,0,t_local,0
-583,-0.23,-578,-0.23,left_topo,20,t_local,0,t_local,0
-578,-0.23,-573,-0.23,left_topo,21,t_local,0,t_local,0
-573,-0.23,-568,-0.23,left_topo,22,t_local,0,t_local,0
-568,-0.23,-563,-0.23,left_topo,23,t_local,0,t_local,0
-563,-0.23,-558,-0.23,left_topo,24,t_local,0,t_local,0
-558,-0.23,-553,-0.23,left_topo,25,t_local,0,t_local,0
-553,-0.23,-548,-0.23,left_topo,26,t_local,0,t_local,0
-548,-0.23,-543,-0.23,left_topo,27,t_local,0,t_local,0
-543,-0.23,-538,-0.23,left_topo,28,t_local,0,t_local,0
-538,-0.23,-533,-0.23,left_topo,29,t_local,0,t_local,0
-533,-0.23,-528,-0.23,left_topo,30,t_local,0,t_local,0
-528,-0.23,-523,-0.23,left_topo,31,t_local,0,t_local,0
-523,-0.23,-518,-0.23,left_topo,32,t_local,0,t_local,0
-518,-0.23,-513,-0.23,left_topo,33,t_local,0,t_local,0
-513,-0.23,-508,-0.23,left_topo,34,t_local,0,t_local,0
-508,-0.23,-503,-0.23,left_topo,35,t_local,0,t_local,0
-503,-0.23,-498,-0.23,left_topo,36,t_local,0,t_local,0
-498,-0.23,-493,-0.23,left_topo,37,t_local,0,t_local,0
-493,-0.23,-488,-0.23,left_topo,38,t_local,0,t_local,0
-488,-0.23,-483,-0.23,left_topo,39,t_local,0,t_local,0
-483,-0.23,-478,-0.23,left_topo,40,t_local,0,t_local,0
-478,-0.23,-473,-0.23,left_topo,41,t_local,0,t_local,0
-473,-0.23,-468,-0.23,left_topo,42,t_local,0,t_local,0
-468,-0.23,-463,-0.23,left_topo,43,t_local,0,t_local,0
-463,-0.23,-458,-0.23,left_topo,44,t_local,0,t_local,0
-458,-0.23,-453,-0.23,left_topo,45,t_local,0,t_local,0
-453,-0.23,-448,-0.23,left_topo,46,t_local,0,t_local,0
-448,-0.23,-443,-0.23,left_topo,47,t_local,0,t_local,0
-443,-0.23,-438,-0.23,left_topo,48,t_local,0,t_local,0
-438,-0.23,-433,-0.23,left_topo,49,t_local,0,t_local,0
-433,-0.23,-428,-0.23,left_topo,50,t_local,0,t_local,0
-428,-0.23,-423,-0.23,left_topo,51,t_local,0,t_local,0
-423,-0.23,-418,-0.23,left_topo,52,t_local,0,t_local,0
-418,-0.23,-413,-0.23,left_topo,53,t_local,0,t_local,0
-413,-0.23,-408,-0.23,left_topo,54,t_local,0,t_local,0
-408,-0.23,-403,-0.23,left_topo,55,t_local,0,t_local,0
-403,-0.23,-398,-0.23,left_topo,56,t_local,0,t_local,0
-398,-0.23,-393,-0.23,left_topo,57,t_local,0,t_local,0
-393,-0.23,-388,-0.23,left_topo,58,t_local,0,t_local,0
-388,-0.23,-383,-0.23,left_topo,59,t_local,0,t_local,0
-383,-0.23,-378,-0.23,left_topo,60,t_local,0,t_local,0
-378,-0.23,-373,-0.23,left_topo,61,t_local,0,t_local,0
-373,-0.23,-368,-0.23,left_topo,62,t_local,0,t_local,0
-368,-0.23,-363,-0.23,left_topo,63,t_local,0,t_local,0
-363,-0.23,-358,-0.23,left_topo,64,t_local,0,t_local,0
-358,-0.23,-353,-0.23,left_topo,65,t_local,0,t_local,0
-353,-0.23,-348,-0.23,left_topo,66,t_local,0,t_local,0
-348,-0.23,-343,-0.23,left_topo,67,t_local,0,t_local,0
-343,-0.23,-338,-0.23,left_topo,68,t_local,0,t_local,0
-338,-0.23,-333,-0.23,left_topo,69,t_local,0,t_local,0
-333,-0.23,-328,-0.23,left_topo,70,t_local,0,t_local,0
-328,-0.23,-323,-0.23,left_topo,71,t_local,0,t_local,0
-323,-0.23,-318,-0.23,left_topo,72,t_local,0,t_local,0
-318,-0.23,-313,-0.23,left_topo,73,t_local,0,t_local,0
-313,-0.23,-308,-0.23,left_topo,74,t_local,0,t_local,0
-308,-0.23,-303,-0.23,left_topo,75,t_local,0,t_local,0
-303,-0.23,-298,-0.23,left_topo,76,t_local,0,t_local,0
-298,-0.23,-293,-0.23,left_topo,77,t_local,0,t_local,0
-293,-0.23,-288,-0.23,left_topo,78,t_local,0,t_local,0
-288,-0.23,-283,-0.23,left_topo,79,t_local,0,t_local,0
-283,-0.23,-278,-0.23,left_topo,80,t_local,0,t_local,0
-278,-0.23,-273,-0.23,left_topo,81,t_local,0,t_local,0
-273,-0.23,-268,-0.23,left_topo,82,t_local,0,t_local,0
-268,-0.23,-263,-0.23,left_topo,83,t_local,0,t_local,0
-263,-0.23,-258,-0.23,left_topo,84,t_local,0,t_local,0
-258,-0.23,-253,-0.23,left_topo,85,t_local,0,t_local,0
-253,-0.23,-248,-0.23,left_topo,86,t_local,0,t_local,0
-248,-0.23,-243,-0.23,left_topo,87,t_local,0,t_local,0
-243,-0.23,-238,-0.23,left_topo,88,t_local,0,t_local,0
-238,-0.23,-233,-0.23,left_topo,89,t_local,0,t_local,0
-233,-0.23,-228,-0.23,left_topo,90,t_local,0,t_local,0
-228,-0.23,-223,-0.23,left_topo,91,t_local,0,t_local,0
-223,-0.23,-218,-0.23,left_topo,92,t_local,0,t_local,0
-218,-0.23,-213,-0.23,left_topo,93,t_local,0,t_local,0
-213,-0.23,-208,-0.23,left_topo,94,t_local,0,t_local,0
-208,-0.23,-203,-0.23,left_topo,95,t_local,0,t_local,0
-203,-0.23,-198,-0.23,left_topo,96,t_local,0,t_local,0
-198,-0.23,-193,-0.23,left_topo,97,t_local,0,t_local,0
-193,-0.23,-188,-0.23,left_topo,98,t_local,0,t_local,0
-188,-0.23,-183,-0.23,left_topo,99,t_local,0,t_local,0
500,3.923,495,3.923,right_topo,0,t_local,0,t_local,0
495,3.923,490,3.923,right_topo,1,t_local,0,t_local,0
490,3.923,485,3.923,right_topo,2,t_local,0,t_local,0
485,3.923,480,3.923,right_topo,3,t_local,0,t_local,0
480,3.923,475,3.923,right_topo,4,t_local,0,t_local,0
475,3.923,470,3.923,right_topo,5,t_local,0,t_local,0
470,3.923,465,3.923,right_topo,6,t_local,0,t_local,0
465,3.923,460,3.923,right_topo,7,t_local,0,t_local,0
460,3.923,455,3.923,right_topo,8,t_local,0,t_local,0
455,3.923,450,3.923,right_topo,9,t_local,0,t_local,0
450,3.923,445,3.923,right_topo,10,t_local,0,t_local,0
445,3.923,440,3.923,right_topo,11,t_local,0,t_local,0
440,3.923,435,3.923,right_topo,12,t_local,0,t_local,0
435,3.923,430,3.923,right_topo,13,t_local,0,t_local,0
430,3.923,425,3.923,right_topo,14,t_local,0,t_local,0
425,3.923,420,3.923,right_topo,15,t_local,0,t_local,0
420,3.923,415,3.923,right_topo,16,t_local,0,t_local,0
415,3.923,410,3.923,right_topo,17,t_local,0,t_local,0
410,3.923,405,3.923,right_topo,18,t_local,0,t_local,0
405,3.923,400,3.923,right_topo,19,t_local,0,t_local,0
400,3.923,395,3.923,right_topo,20,t_local,0,t_local,0
395,3.923,390,3.923,right_topo,21,t_local,0,t_local,0
390,3.923,385,3.923,right_topo,22,t_local,0,t_local,0
385,3.923,380,3.923,right_topo,23,t_local,0,t_local,0
380,3.923,375,3.923,right_topo,24,t_local,0,t_local,0
375,3.923,370,3.923,right_topo,25,t_local,0,t_local,0
370,3.923,365,3.923,right_topo,26,t_local,0,t_local,0
365,3.923,360,3.923,right_topo,27,t_local,0,t_local,0
360,3.923,355,3.923,right_topo,28,t_local,0,t_local,0
355,3.923,350,3.923,right_topo,29,t_local,0,t_local,0
350,3.923,345,3.923,right_topo,30,t_local,0,t_local,0
345,3.923,340,3.923,right_topo,31,t_local,0,t_local,0
340,3.923,335,3.923,right_topo,32,t_local,0,t_local,0
335,3.923,330,3.923,right_topo,33,t_local,0,t_local,0
330,3.923,325,3.923,right_topo,34,t_local,0,t_local,0
325,3.923,320,3.923,right_topo,35,t_local,0,t_local,0
320,3.923,315,3.923,right_topo,36,t_local,0,t_local,0
315,3.923,310,3.923,right_topo,37,t_local,0,t_local,0
310,3.923,305,3.923,right_topo,38,t_local,0,t_local,0
305,3.923,300,3.923,right_topo,39,t_local,0,t_local,0
300,3.923,295,3.923,right_topo,40,t_local,0,t_local,0
295,3.923,290,3.923,right_topo,41,t_local,0,t_local,0
290,3.923,285,3.923,right_topo,42,t_local,0,t_local,0
285,3.923,280,3.923,right_topo,43,t_local,0,t_local,0
280,3.923,275,3.923,right_topo,44,t_local,0,t_local,0
275,3.923,270,3.923,right_topo,45,t_local,0,t_local,0
270,3.923,265,3.923,right_topo,46,t_local,0,t_local,0
265,3.923,260,3.923,right_topo,47,t_local,0,t_local,0
260,3.923,255,3.923,right_topo,48,t_local,0,t_local,0
255,3.923,250,3.923,right_topo,49,t_local,0,t_local,0
250,3.923,245,3.923,right_topo,50,t_local,0,t_local,0
245,3.923,240,3.923,right_topo,51,t_local,0,t_local,0
240,3.923,235,3.923,right_topo,52,t_local,0,t_local,0
235,3.923,230,3.923,right_topo,53,t_local,0,t_local,0
230,3.923,225,3.923,right_topo,54,t_local,0,t_local,0
225,3.923,220,3.923,right_topo,55,t_local,0,t_local,0
220,3.923,215,3.923,right_topo,56,t_local,0,t_local,0
215,3.923,210,3.923,right_topo,57,t_local,0,t_local,0
210,3.923,205,3.923,right_topo,58,t_local,0,t_local,0
205,3.923,200,3.923,right_topo,59,t_local,0,t_local,0
200,3.923,195,3.923,right_topo,60,t_local,0,t_local,0
195,3.923,190,3.923,right_topo,61,t_local,0,t_local,0
190,3.923,185,3.923,right_topo,62,t_local,0,t_local,0
185,3.923,180,3.923,right_topo,63,t_local,0,t_local,0
180,3.923,175,3.923,right_topo,64,t_local,0,t_local,0
175,3.923,170,3.923,right_topo,65,t_local,0,t_local,0
170,3.923,165,3.923,right_topo,66,t_local,0,t_local,0
165,3.923,160,3.923,right_topo,67,t_local,0,t_local,0
160,3.923,155,3.923,right_topo,68,t_local,0,t_local,0
155,3.923,150,3.923,right_topo,69,t_local,0,t_local,0
150,3.923,145,3.923,right_topo,70,t_local,0,t_local,0
145,3.923,140,3.923,right_topo,71,t_local,0,t_local,0
140,3.923,135,3.923,right_topo,72,t_local,0,t_local,0
135,3.923,130,3.923,right_topo,73,t_local,0,t_local,0
130,3.923,125,3.923,right_topo,74,t_local,0,t_local,0
125,3.923,120,3.923,right_topo,75,t_local,0,t_local,0
120,3.923,115,3.923,right_topo,76,t_local,0,t_local,0
115,3.923,110,3.923,right_topo,77,t_local,0,t_local,0
110,3.923,105,3.923,right_topo,78,t_local,0,t_local,0
105,3.923,100,3.923,right_topo,79,t_local,0,t_local,0
100,3.923,95,3.923,right_topo,80,t_local,0,t_local,0
95,3.923,90,3.923,right_topo,81,t_local,0,t_local,0
90,3.923,85,3.923,right_topo,82,t_local,0,t_local,0
85,3.923,80,3.923,right_topo,83,t_local,0,t_local,0
80,3.923,75,3.923,right_topo,84,t_local,0,t_local,0
75,3.923,70,3.923,right_topo,85,t_local,0,t_local,0
70,3.923,65,3.923,right_topo,86,t_local,0,t_local,0
65,3.923,60,3.923,right_topo,87,t_local,0,t_local,0
60,3.923,55,3.923,right_topo,88,t_local,0,t_local,0
55,3.923,50,3.923,right_topo,89,t_local,0,t_local,0
50,3.923,45,3.923,right_topo,90,t_local,0,t_local,0
45,3.923,40,3.923,right_topo,91,t_local,0,t_local,0
40,3.923,35,3.923,right_topo,92,t_local,0,t_local,0
35,3.923,30,3.923,right_topo,93,t_local,0,t_local,0
30,3.923,25,3.923,right_topo,94,t_local,0,t_local,0
25,3.923,20,3.923,right_topo,95,t_local,0,t_local,0
20,3.923,15,3.923,right_topo,96,t_local,0,t_local,0
15,3.923,10,3.923,right_topo,97,t_local,0,t_local,0
10,3.923,5,3.923,right_topo,98,t_local,0,t_local,0
5,3.923,0,3.923,right_topo,99,t_local,0,t_local,0